id,name,crimes,current_status,Timestamp
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.00
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.00
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.03
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.07
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.07
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.10
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.40
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.19
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.32
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.36
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.40
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.44
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.44
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.48
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.52
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.55
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.62
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.72
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.79
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.82
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.85
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.95
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.95
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.99
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.99
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,2.02
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,2.05
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,2.05
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,2.08
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,2.15
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,2.25
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,2.25
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,2.29
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,2.32
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,2.35
