id,name,crimes,current_status,Timestamp
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,16.83
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,16.87
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,16.90
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.40
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.43
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.47
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.50
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.53
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.57
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.60
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.63
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.67
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.70
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.73
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.77
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.80
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.83
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.87
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.90
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.93
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,17.97
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.00
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.03
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.07
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.10
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.13
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.17
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.20
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.23
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.27
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.30
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.33
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.37
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.40
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.43
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.47
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.50
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,18.53
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,19.97
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,20.00
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,20.07
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,20.97
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.00
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.03
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.23
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.27
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.30
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.33
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.37
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.40
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.43
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.47
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.53
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.57
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.60
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.63
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.67
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,21.70
