id,name,crimes,current_status,Timestamp
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,-0.00
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.06
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.13
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.19
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.24
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.30
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.37
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.43
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.48
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.54
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.61
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.67
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.74
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.78
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.85
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.91
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.98
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.02
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.09
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.15
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.22
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.26
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.33
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.39
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.39
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.46
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.50
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.57
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.57
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.63
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.63
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.70
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.70
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.74
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.81
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.81
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.87
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,1.94
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,2.00
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,2.00
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,2.05
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,2.05
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,2.11
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,2.11
