id,name,crimes,current_status,Timestamp
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.14
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.18
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.21
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.24
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.27
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.30
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.34
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.37
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.40
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.43
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.46
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.51
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.58
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.61
f6e3943b-115b-4da7-bc89-8c6e0e760f01,dakss,dakss,dakss,0.64
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.70
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.74
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.77
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.86
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.91
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.94
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,0.98
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.01
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.04
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.07
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.10
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.14
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.17
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.20
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.23
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.26
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.30
29b25032-950c-4d83-8b2f-089c6b7c15f6,gorab ,gorab,gorab,1.34
